ShipmentID,OrderDate,Warehouse,Carrier,ProductCategory,Units,ShippingCost,DistanceMiles,PromisedDays,ActualDays,LateFlag
SH803395,2025-07-18,Atlanta,BlueFreight,Health,194,600.78,252,7,6,False
SH803396,2025-05-22,Chicago,FastShip,Electronics,312,997.68,2668,10,11,True
SH803397,2025-04-28,Chicago,RoadRunner,Office,246,1355.26,954,10,11,True
SH803398,2025-11-17,Dallas,NorthStar,Apparel,382,182.26,2820,10,12,True
SH803399,2025-06-02,LA,BlueFreight,Health,354,494.25,719,2,3,True
SH803400,2025-04-05,LA,BlueFreight,Home,211,1259.86,2985,3,2,False
SH803401,2025-09-01,Chicago,NorthStar,Electronics,56,1075.41,1449,2,3,True
SH803402,2025-09-25,Dallas,BlueFreight,Office,168,104.21,2750,10,9,False
SH803403,2025-01-28,Dallas,BlueFreight,Office,158,1388.81,2663,5,6,True
SH803404,2025-05-14,New Jersey,NorthStar,Electronics,289,1444.44,1951,5,6,True
SH803405,2025-08-28,Chicago,BlueFreight,Apparel,204,710.69,2766,3,7,True
SH803406,2025-02-14,LA,RoadRunner,Home,265,640.2,2947,2,2,False
SH803407,2025-10-05,LA,FastShip,Health,170,62.97,165,3,4,True
SH803408,2025-06-16,New Jersey,FastShip,Home,39,1151.69,1535,7,9,True
SH803409,2025-08-19,LA,RoadRunner,Health,453,985.82,1836,10,10,False
SH803410,2025-05-04,New Jersey,NorthStar,Apparel,7,1450.97,420,5,5,False
SH803411,2025-05-20,Chicago,BlueFreight,Health,161,1466.44,1823,10,13,True
SH803412,2025-09-04,New Jersey,BlueFreight,Apparel,171,256.86,2937,3,6,True
SH803413,2025-12-20,Atlanta,NorthStar,Electronics,473,946.67,1583,3,5,True
SH803414,2025-09-27,LA,FastShip,Home,352,1129.86,1980,5,4,False
SH803415,2025-07-16,Atlanta,RoadRunner,Electronics,321,237.5,2818,5,4,False
SH803416,2025-05-20,New Jersey,RoadRunner,Apparel,147,1125.13,1817,5,5,False
SH803417,2025-07-18,Chicago,BlueFreight,Home,161,654.21,343,10,12,True
SH803418,2025-11-05,Atlanta,RoadRunner,Electronics,71,874.56,12,3,5,True
SH803419,2025-10-15,New Jersey,FastShip,Apparel,66,103.25,1315,7,10,True
SH803420,2025-02-13,LA,BlueFreight,Electronics,259,961.92,2947,7,9,True
SH803421,2025-07-16,Chicago,RoadRunner,Health,172,797.52,645,2,1,False
SH803422,2025-09-27,Atlanta,BlueFreight,Electronics,245,1051.71,134,3,7,True
SH803423,2025-06-19,Dallas,RoadRunner,Apparel,227,518.6,1333,10,9,False
SH803424,2025-10-28,Chicago,NorthStar,Health,402,572.43,356,3,4,True
SH803425,2025-03-23,Atlanta,BlueFreight,Office,108,33.59,1934,2,1,False
SH803426,2025-09-21,LA,RoadRunner,Health,212,409.61,204,3,5,True
SH803427,2025-10-20,Chicago,NorthStar,Health,394,866.35,781,5,7,True
SH803428,2025-06-10,LA,BlueFreight,Electronics,355,603.0,2778,3,6,True
SH803429,2025-08-24,New Jersey,NorthStar,Electronics,20,831.74,2977,5,7,True
SH803430,2025-08-06,New Jersey,BlueFreight,Electronics,298,17.02,1036,7,8,True
SH803431,2025-12-17,Dallas,FastShip,Home,381,465.19,2092,3,5,True
SH803432,2025-10-04,LA,BlueFreight,Electronics,386,264.68,1265,7,9,True
SH803433,2025-05-26,Dallas,FastShip,Health,372,505.65,2718,3,6,True
SH803434,2025-03-08,Atlanta,BlueFreight,Apparel,286,1337.34,2159,2,1,False
SH803435,2025-02-14,Chicago,NorthStar,Electronics,150,650.79,398,10,11,True
SH803436,2025-07-28,LA,BlueFreight,Electronics,370,822.25,1092,5,8,True
SH803437,2025-01-12,New Jersey,RoadRunner,Electronics,49,515.66,2825,7,8,True
SH803438,2025-11-26,Atlanta,BlueFreight,Home,298,1348.6,2660,2,1,False
SH803439,2025-08-28,Chicago,RoadRunner,Health,197,1411.95,306,3,7,True
SH803440,2025-04-08,Dallas,BlueFreight,Health,155,728.03,1792,3,4,True
SH803441,2025-02-13,New Jersey,FastShip,Apparel,449,1119.61,556,5,8,True
SH803442,2025-12-10,LA,NorthStar,Office,400,197.88,2236,10,10,False
SH803443,2025-11-04,Chicago,FastShip,Health,471,1455.5,734,10,10,False
SH803444,2025-08-02,Dallas,BlueFreight,Electronics,110,397.69,2456,2,5,True
SH803445,2025-09-17,Atlanta,FastShip,Office,466,123.44,1031,5,7,True
SH803446,2025-10-27,Atlanta,NorthStar,Office,227,160.41,2304,10,13,True
SH803447,2025-10-28,Chicago,FastShip,Office,351,454.1,2353,7,8,True
SH803448,2025-05-07,LA,RoadRunner,Office,191,1166.68,1138,7,9,True
SH803449,2025-12-08,Chicago,RoadRunner,Apparel,35,348.2,1158,5,9,True
SH803450,2025-06-26,Atlanta,RoadRunner,Apparel,330,415.27,2229,3,2,False
SH803451,2025-01-01,Atlanta,RoadRunner,Electronics,403,989.0,1602,7,11,True
SH803452,2025-01-10,Chicago,NorthStar,Health,290,757.64,202,7,9,True
SH803453,2025-10-22,LA,FastShip,Health,499,286.15,2613,5,5,False
SH803454,2025-10-01,Chicago,FastShip,Apparel,411,1277.97,1116,3,7,True
SH803455,2025-11-20,Atlanta,NorthStar,Office,259,39.39,584,5,8,True
SH803456,2025-01-21,New Jersey,RoadRunner,Health,102,383.08,1690,7,11,True
SH803457,2025-10-28,New Jersey,BlueFreight,Office,108,1364.83,2829,5,9,True
SH803458,2025-11-13,Atlanta,BlueFreight,Apparel,356,206.33,1773,2,5,True
SH803459,2025-03-12,New Jersey,NorthStar,Apparel,102,202.66,2362,3,3,False
SH803460,2025-05-09,LA,FastShip,Apparel,302,993.52,2235,5,5,False
SH803461,2025-06-07,Atlanta,RoadRunner,Electronics,157,1368.49,2458,7,7,False
SH803462,2025-07-02,Atlanta,NorthStar,Office,210,489.22,2191,2,6,True
SH803463,2025-10-04,Atlanta,BlueFreight,Apparel,201,690.84,1638,10,14,True
SH803464,2025-09-12,Chicago,RoadRunner,Electronics,380,508.19,1774,3,3,False
SH803465,2025-12-10,Chicago,NorthStar,Electronics,243,1038.88,2506,10,11,True
SH803466,2025-01-07,LA,RoadRunner,Home,208,589.96,1834,2,4,True
SH803467,2025-01-02,New Jersey,FastShip,Health,147,1482.13,2703,2,2,False
SH803468,2025-02-06,LA,RoadRunner,Health,247,1297.42,2418,7,7,False
SH803469,2025-06-22,Atlanta,BlueFreight,Electronics,7,1026.1,1342,10,13,True
SH803470,2025-07-02,Atlanta,FastShip,Electronics,71,1061.3,1713,3,6,True
SH803471,2025-11-18,Atlanta,RoadRunner,Apparel,447,228.63,608,2,3,True
SH803472,2025-03-01,LA,BlueFreight,Apparel,242,833.28,2146,5,8,True
SH803473,2025-08-06,Chicago,FastShip,Electronics,431,404.05,886,2,5,True
SH803474,2025-11-04,Atlanta,NorthStar,Office,334,169.28,1372,7,7,False
SH803475,2025-04-17,Dallas,RoadRunner,Electronics,348,767.34,263,3,7,True
SH803476,2025-01-05,Dallas,BlueFreight,Apparel,224,424.8,1534,10,14,True
SH803477,2025-09-28,Dallas,BlueFreight,Office,147,1302.69,2323,5,8,True
SH803478,2025-11-09,Chicago,FastShip,Health,110,261.66,2615,2,4,True
SH803479,2025-04-22,Atlanta,BlueFreight,Electronics,147,325.81,822,3,3,False
SH803480,2025-01-03,Chicago,NorthStar,Apparel,128,1187.24,1742,5,4,False
SH803481,2025-02-15,New Jersey,RoadRunner,Apparel,6,762.36,2745,3,2,False
SH803482,2025-10-30,Atlanta,NorthStar,Home,486,467.67,169,10,12,True
SH803483,2025-11-22,New Jersey,RoadRunner,Home,293,1207.93,1937,2,5,True
SH803484,2025-07-06,LA,RoadRunner,Office,346,637.94,1780,2,5,True
SH803485,2025-02-01,New Jersey,BlueFreight,Apparel,344,398.37,67,3,2,False
SH803486,2025-04-25,New Jersey,NorthStar,Office,329,842.79,2084,10,14,True
SH803487,2025-02-04,Dallas,NorthStar,Apparel,435,797.59,2752,7,6,False
SH803488,2025-07-27,Atlanta,BlueFreight,Home,135,1100.45,2903,3,2,False
SH803489,2025-12-18,Atlanta,NorthStar,Office,78,960.99,765,5,6,True
SH803490,2025-10-26,Atlanta,NorthStar,Electronics,416,1381.34,1210,10,13,True
SH803491,2025-01-15,Dallas,BlueFreight,Health,280,623.03,894,10,13,True
SH803492,2025-06-17,Dallas,RoadRunner,Health,231,1092.5,2862,3,3,False
SH803493,2025-09-24,Chicago,BlueFreight,Home,334,929.29,68,10,13,True
SH803494,2025-10-19,Chicago,BlueFreight,Home,105,762.44,2122,10,12,True
SH803495,2025-02-07,Atlanta,FastShip,Health,154,65.75,304,10,14,True
SH803496,2025-12-24,LA,FastShip,Home,173,363.59,1547,3,7,True
SH803497,2025-02-12,Dallas,RoadRunner,Apparel,249,1070.76,2899,10,14,True
SH803498,2025-12-30,New Jersey,RoadRunner,Office,319,921.12,2589,3,3,False
SH803499,2025-10-09,Chicago,BlueFreight,Health,215,292.42,745,5,9,True
SH803500,2025-11-19,Chicago,BlueFreight,Health,291,726.71,197,3,2,False
SH803501,2025-01-28,Chicago,NorthStar,Apparel,91,995.9,2296,10,10,False
SH803502,2025-03-10,LA,FastShip,Health,116,1159.63,818,5,9,True
SH803503,2025-05-10,Atlanta,NorthStar,Apparel,381,679.17,2237,3,3,False
SH803504,2025-07-06,Chicago,NorthStar,Home,246,660.25,378,2,5,True
SH803505,2025-11-06,Chicago,FastShip,Apparel,435,1184.99,1123,10,9,False
SH803506,2025-10-20,Chicago,NorthStar,Electronics,338,1394.82,2664,5,5,False
SH803507,2025-12-18,Dallas,BlueFreight,Home,170,1303.89,403,10,11,True
SH803508,2025-12-22,Chicago,BlueFreight,Electronics,236,1059.66,2051,2,6,True
SH803509,2025-06-14,Atlanta,BlueFreight,Office,217,155.76,2830,3,6,True
SH803510,2025-03-19,Atlanta,RoadRunner,Electronics,79,1434.67,792,5,8,True
SH803511,2025-03-02,Dallas,FastShip,Home,70,465.54,908,5,9,True
SH803512,2025-02-24,LA,FastShip,Home,443,36.03,1631,10,12,True
SH803513,2025-08-23,Dallas,BlueFreight,Apparel,4,224.94,903,5,8,True
SH803514,2025-02-18,New Jersey,FastShip,Home,304,1382.07,1939,2,4,True
SH803515,2025-07-05,Dallas,NorthStar,Electronics,184,118.63,1193,7,6,False
SH803516,2025-05-03,LA,FastShip,Electronics,265,1428.16,2379,7,11,True
SH803517,2025-09-25,Atlanta,BlueFreight,Health,307,117.08,2527,5,5,False
SH803518,2025-06-23,LA,FastShip,Office,321,1051.52,92,7,10,True
SH803519,2025-05-03,Dallas,BlueFreight,Office,284,46.45,2035,2,1,False
SH803520,2025-12-23,Dallas,FastShip,Apparel,212,1260.56,2556,5,6,True
SH803521,2025-04-30,LA,RoadRunner,Home,374,307.99,1752,5,6,True
SH803522,2025-10-23,Chicago,NorthStar,Office,199,879.49,1228,7,7,False
SH803523,2025-03-22,LA,BlueFreight,Apparel,160,840.09,1524,3,6,True
SH803524,2025-03-02,New Jersey,RoadRunner,Apparel,180,1004.48,909,10,13,True
SH803525,2025-02-10,Chicago,BlueFreight,Office,122,1104.67,789,3,3,False
SH803526,2025-11-27,Dallas,FastShip,Apparel,410,243.99,1198,3,6,True
SH803527,2025-02-12,LA,RoadRunner,Health,207,1397.71,225,10,12,True
SH803528,2025-01-19,Chicago,FastShip,Apparel,374,1263.56,2218,3,4,True
SH803529,2025-10-26,Atlanta,FastShip,Apparel,301,679.7,925,2,3,True
SH803530,2025-11-20,Dallas,FastShip,Electronics,132,997.67,1929,3,5,True
SH803531,2025-10-09,Chicago,FastShip,Electronics,178,358.62,885,5,6,True
SH803532,2025-08-22,LA,RoadRunner,Home,206,891.86,17,5,7,True
SH803533,2025-09-21,Chicago,RoadRunner,Office,347,1051.91,2249,2,2,False
SH803534,2025-03-07,LA,BlueFreight,Health,365,813.98,2863,2,2,False
SH803535,2025-05-05,Atlanta,FastShip,Office,301,988.5,681,5,7,True
SH803536,2025-08-10,Chicago,FastShip,Home,456,1141.38,71,10,9,False
SH803537,2025-01-01,Atlanta,RoadRunner,Office,328,1422.78,199,5,9,True
SH803538,2025-05-02,LA,FastShip,Apparel,168,1458.67,540,10,14,True
SH803539,2025-04-26,Dallas,NorthStar,Health,345,365.32,2517,7,6,False
SH803540,2025-07-22,Atlanta,BlueFreight,Office,26,412.38,2173,5,8,True
SH803541,2025-02-10,LA,RoadRunner,Health,152,849.93,2868,3,3,False
SH803542,2025-01-30,Chicago,BlueFreight,Home,221,929.29,2876,5,4,False
SH803543,2025-10-30,Atlanta,BlueFreight,Health,332,429.41,1885,5,8,True
SH803544,2025-11-26,New Jersey,FastShip,Health,316,1401.3,922,7,11,True
SH803545,2025-02-06,Atlanta,NorthStar,Electronics,220,128.64,474,3,3,False
SH803546,2025-08-09,Dallas,FastShip,Apparel,457,898.8,2168,2,2,False
SH803547,2025-10-31,Dallas,NorthStar,Office,304,1214.22,1425,2,3,True
SH803548,2025-11-11,New Jersey,FastShip,Health,247,508.5,205,3,2,False
SH803549,2025-03-25,Chicago,RoadRunner,Electronics,177,829.96,221,3,4,True
SH803550,2025-05-07,Dallas,FastShip,Electronics,292,26.68,1859,2,6,True
SH803551,2025-04-13,New Jersey,FastShip,Office,39,221.64,2012,2,3,True
SH803552,2025-05-17,Dallas,FastShip,Electronics,96,1370.49,668,3,3,False
SH803553,2025-06-24,LA,RoadRunner,Apparel,27,369.35,998,10,10,False
SH803554,2025-04-26,New Jersey,FastShip,Health,28,1436.51,368,7,7,False
SH803555,2025-09-28,LA,BlueFreight,Office,264,1088.72,2780,10,10,False
SH803556,2025-07-07,Dallas,BlueFreight,Electronics,238,1264.33,380,3,4,True
SH803557,2025-11-06,LA,RoadRunner,Health,343,1285.67,1527,3,7,True
SH803558,2025-10-12,New Jersey,FastShip,Office,272,104.64,1568,5,5,False
SH803559,2025-12-08,Atlanta,NorthStar,Home,220,1077.03,1279,7,10,True
SH803560,2025-01-31,Atlanta,RoadRunner,Health,491,983.05,1819,2,5,True
SH803561,2025-07-09,LA,FastShip,Apparel,327,580.5,559,5,7,True
SH803562,2025-01-06,Chicago,FastShip,Home,256,82.7,2928,7,10,True
SH803563,2025-12-24,New Jersey,FastShip,Office,86,803.84,647,2,3,True
SH803564,2025-06-24,LA,RoadRunner,Electronics,420,694.49,2210,7,8,True
SH803565,2025-03-07,Chicago,RoadRunner,Apparel,180,1208.43,889,7,11,True
SH803566,2025-06-26,LA,NorthStar,Office,441,1249.98,224,7,10,True
SH803567,2025-02-28,Dallas,BlueFreight,Home,215,29.68,28,3,5,True
SH803568,2025-08-25,New Jersey,RoadRunner,Home,300,694.43,1765,7,11,True
SH803569,2025-04-30,LA,BlueFreight,Office,393,372.72,2902,2,3,True
SH803570,2025-01-04,New Jersey,NorthStar,Office,148,311.9,2010,2,4,True
SH803571,2025-10-11,Chicago,RoadRunner,Electronics,75,644.96,2008,7,11,True
SH803572,2025-06-28,LA,NorthStar,Office,119,1372.13,668,10,14,True
SH803573,2025-05-22,New Jersey,NorthStar,Electronics,121,1032.13,1818,7,7,False
SH803574,2025-06-05,Dallas,FastShip,Apparel,204,1351.62,118,2,6,True
SH803575,2025-04-09,Chicago,BlueFreight,Electronics,346,612.11,89,10,13,True
SH803576,2025-08-28,Dallas,BlueFreight,Apparel,195,629.91,516,7,8,True
SH803577,2025-06-26,LA,FastShip,Office,67,881.02,1679,3,3,False
SH803578,2025-06-25,Dallas,BlueFreight,Home,128,1461.77,205,10,9,False
SH803579,2025-05-23,LA,NorthStar,Home,252,699.45,2564,7,7,False
SH803580,2025-02-23,Dallas,NorthStar,Office,285,1314.46,2720,5,8,True
SH803581,2025-04-30,Dallas,NorthStar,Electronics,427,484.45,1151,7,11,True
SH803582,2025-07-04,New Jersey,NorthStar,Health,247,380.86,2075,7,9,True
SH803583,2025-01-14,Dallas,RoadRunner,Health,79,1041.16,561,10,14,True
SH803584,2025-12-08,Dallas,FastShip,Health,59,1458.79,1336,5,6,True
SH803585,2025-01-14,New Jersey,BlueFreight,Apparel,396,168.36,2460,10,9,False
SH803586,2025-01-23,New Jersey,BlueFreight,Health,306,507.42,1845,5,8,True
SH803587,2025-04-01,Chicago,NorthStar,Home,212,1179.99,1400,2,1,False
SH803588,2025-02-16,New Jersey,NorthStar,Office,254,725.49,172,10,13,True
SH803589,2025-12-28,New Jersey,RoadRunner,Office,24,536.45,769,7,11,True
SH803590,2025-09-24,LA,NorthStar,Apparel,455,1327.09,114,2,3,True
SH803591,2025-01-31,Dallas,FastShip,Electronics,476,774.76,662,3,7,True
SH803592,2025-11-25,Dallas,FastShip,Health,308,291.32,1803,5,5,False
SH803593,2025-11-01,Atlanta,FastShip,Home,182,1296.43,2542,3,6,True
SH803594,2025-08-06,Chicago,NorthStar,Home,132,925.34,2364,5,6,True
SH803595,2025-06-22,LA,BlueFreight,Apparel,475,820.53,2202,3,4,True
SH803596,2025-04-16,Dallas,NorthStar,Office,28,646.85,2305,7,6,False
SH803597,2025-06-30,New Jersey,RoadRunner,Home,354,1058.26,2972,5,5,False
SH803598,2025-08-25,Atlanta,RoadRunner,Apparel,255,73.31,1103,7,11,True
SH803599,2025-03-14,Atlanta,RoadRunner,Office,128,1205.15,2328,2,4,True
SH803600,2025-07-26,LA,FastShip,Electronics,165,1296.05,1317,2,1,False
SH803601,2025-12-25,LA,FastShip,Office,100,52.42,815,10,14,True
SH803602,2025-11-28,LA,FastShip,Apparel,375,1063.18,696,10,9,False
SH803603,2025-03-20,Chicago,FastShip,Health,279,1340.51,2263,2,2,False
SH803604,2025-04-17,New Jersey,NorthStar,Electronics,174,1202.0,1670,2,1,False
SH803605,2025-12-11,Chicago,RoadRunner,Office,462,1273.04,2151,2,6,True
SH803606,2025-04-04,New Jersey,RoadRunner,Apparel,462,240.48,444,2,3,True
SH803607,2025-10-25,Atlanta,NorthStar,Office,237,1423.66,1869,5,7,True
SH803608,2025-06-15,Chicago,FastShip,Home,472,531.91,1646,3,7,True
SH803609,2025-04-28,Dallas,BlueFreight,Electronics,144,864.84,1557,3,5,True
SH803610,2025-04-03,LA,NorthStar,Electronics,217,714.1,674,7,9,True
SH803611,2025-02-08,Dallas,NorthStar,Electronics,111,1349.29,2930,7,6,False
SH803612,2025-07-07,Atlanta,BlueFreight,Apparel,483,204.15,610,7,9,True
SH803613,2025-11-09,Chicago,BlueFreight,Office,142,541.61,469,3,3,False
SH803614,2025-08-27,Atlanta,NorthStar,Office,294,773.47,1196,2,6,True
SH803615,2025-10-01,Dallas,NorthStar,Office,398,908.35,1472,5,8,True
SH803616,2025-02-20,LA,RoadRunner,Home,3,43.62,2385,10,14,True
SH803617,2025-08-10,Dallas,NorthStar,Health,283,41.68,2352,2,6,True
SH803618,2025-03-19,New Jersey,FastShip,Health,139,76.76,1363,3,2,False
SH803619,2025-06-21,LA,NorthStar,Office,434,887.03,844,5,5,False
SH803620,2025-03-10,LA,NorthStar,Office,337,1405.22,453,7,9,True
SH803621,2025-06-15,New Jersey,RoadRunner,Electronics,213,178.88,1671,2,2,False
SH803622,2025-12-17,Atlanta,NorthStar,Apparel,1,1262.33,2799,2,4,True
SH803623,2025-05-19,Atlanta,BlueFreight,Apparel,228,1043.49,633,3,4,True
SH803624,2025-08-07,Atlanta,FastShip,Office,1,1262.93,1634,3,7,True
SH803625,2025-09-27,Dallas,NorthStar,Home,422,932.54,1194,3,6,True
SH803626,2025-09-01,LA,BlueFreight,Electronics,199,39.44,2767,7,7,False
SH803627,2025-06-28,Chicago,BlueFreight,Home,43,997.78,1264,3,3,False
SH803628,2025-04-15,Chicago,NorthStar,Home,224,457.84,660,3,5,True
SH803629,2025-06-01,Dallas,RoadRunner,Apparel,459,477.13,2559,3,3,False
SH803630,2025-05-19,Chicago,NorthStar,Office,427,385.07,1740,3,5,True
SH803631,2025-05-14,Atlanta,RoadRunner,Health,57,1363.7,2693,2,3,True
SH803632,2025-08-02,Dallas,RoadRunner,Apparel,393,1499.06,19,5,4,False
SH803633,2025-08-17,New Jersey,BlueFreight,Office,477,1249.22,648,2,2,False
SH803634,2025-12-08,LA,BlueFreight,Apparel,42,1329.43,1979,2,3,True
SH803635,2025-09-28,Chicago,NorthStar,Apparel,214,1409.49,40,2,6,True
SH803636,2025-07-10,New Jersey,FastShip,Apparel,485,278.24,2849,10,12,True
SH803637,2025-07-10,Atlanta,FastShip,Health,392,503.4,528,2,6,True
SH803638,2025-07-23,Atlanta,NorthStar,Apparel,48,1265.51,1918,2,1,False
SH803639,2025-07-26,Chicago,NorthStar,Electronics,47,1038.46,1282,10,9,False
SH803640,2025-09-29,LA,BlueFreight,Apparel,91,555.59,2493,7,9,True
SH803641,2025-05-15,Dallas,NorthStar,Electronics,298,922.33,2200,7,8,True
SH803642,2025-05-09,Dallas,RoadRunner,Home,413,1499.63,669,7,8,True
SH803643,2025-07-20,Chicago,FastShip,Electronics,316,1017.65,2509,10,10,False
SH803644,2025-01-10,New Jersey,BlueFreight,Apparel,224,671.12,2644,7,8,True
SH803645,2025-12-14,Chicago,FastShip,Office,73,916.05,596,10,14,True
SH803646,2025-04-22,Chicago,NorthStar,Health,441,1093.72,2109,2,6,True
SH803647,2025-11-13,Atlanta,BlueFreight,Health,259,503.68,2377,5,9,True
SH803648,2025-07-27,Chicago,RoadRunner,Electronics,463,348.29,2723,7,9,True
SH803649,2025-01-14,Atlanta,NorthStar,Apparel,275,1025.13,1417,2,4,True
SH803650,2025-05-03,Atlanta,FastShip,Health,435,1488.76,370,5,7,True
SH803651,2025-12-28,New Jersey,FastShip,Home,202,995.31,243,7,9,True
SH803652,2025-11-14,New Jersey,NorthStar,Apparel,246,1312.74,2041,5,8,True
SH803653,2025-12-29,Atlanta,NorthStar,Home,4,506.34,1844,3,7,True
SH803654,2025-12-16,New Jersey,FastShip,Home,335,981.18,345,7,9,True
SH803655,2025-04-03,New Jersey,BlueFreight,Health,123,866.3,468,5,5,False
SH803656,2025-03-07,Chicago,NorthStar,Electronics,125,1385.17,345,7,11,True
SH803657,2025-12-13,Atlanta,RoadRunner,Home,169,1206.27,2588,3,5,True
SH803658,2025-01-09,LA,RoadRunner,Apparel,116,295.55,565,5,5,False
SH803659,2025-11-10,New Jersey,FastShip,Apparel,459,164.5,949,10,11,True
SH803660,2025-10-28,Dallas,NorthStar,Health,389,136.07,2751,10,10,False
SH803661,2025-03-23,LA,NorthStar,Home,376,1422.07,1407,2,4,True
SH803662,2025-10-18,New Jersey,FastShip,Apparel,2,640.21,2653,2,4,True
SH803663,2025-05-03,Atlanta,RoadRunner,Office,356,972.14,597,5,9,True
SH803664,2025-04-03,Atlanta,BlueFreight,Home,130,1404.51,2278,10,12,True
SH803665,2025-05-19,LA,BlueFreight,Health,382,1115.43,747,10,13,True
SH803666,2025-07-21,Atlanta,BlueFreight,Health,11,1336.79,1869,3,6,True
SH803667,2025-01-10,Chicago,RoadRunner,Health,151,299.36,616,3,5,True
SH803668,2025-12-23,Chicago,RoadRunner,Home,409,182.87,2167,3,5,True
SH803669,2025-03-14,Atlanta,BlueFreight,Electronics,461,375.53,1455,7,10,True
SH803670,2025-11-14,LA,NorthStar,Health,38,693.6,2635,10,10,False
SH803671,2025-08-21,Atlanta,NorthStar,Apparel,296,336.45,2317,2,6,True
SH803672,2025-01-16,Chicago,RoadRunner,Office,57,282.52,1621,2,3,True
SH803673,2025-06-15,New Jersey,RoadRunner,Health,480,721.28,1341,7,10,True
SH803674,2025-08-14,Dallas,FastShip,Home,233,157.87,1556,3,2,False
SH803675,2025-12-25,Atlanta,NorthStar,Electronics,498,956.13,293,3,3,False
SH803676,2025-06-14,Atlanta,BlueFreight,Health,76,1330.6,2819,10,9,False
SH803677,2025-06-24,New Jersey,FastShip,Health,325,883.06,1150,3,7,True
SH803678,2025-11-21,LA,BlueFreight,Health,304,349.27,356,5,7,True
SH803679,2025-10-20,Atlanta,FastShip,Health,207,666.89,651,2,1,False
SH803680,2025-09-11,Chicago,NorthStar,Health,88,655.63,2922,5,8,True
SH803681,2025-12-13,LA,BlueFreight,Apparel,100,26.58,608,10,10,False
SH803682,2025-02-16,Atlanta,FastShip,Home,407,911.43,355,10,10,False
SH803683,2025-02-19,Dallas,NorthStar,Apparel,477,5.69,35,10,12,True
SH803684,2025-06-07,Dallas,BlueFreight,Office,54,509.28,722,7,7,False
SH803685,2025-04-24,Dallas,RoadRunner,Apparel,447,929.53,2959,3,5,True
SH803686,2025-09-10,Chicago,FastShip,Electronics,111,1189.36,2105,2,5,True
SH803687,2025-01-17,LA,NorthStar,Home,157,418.32,1419,3,2,False
SH803688,2025-10-13,Chicago,NorthStar,Apparel,243,647.2,1272,3,5,True
SH803689,2025-07-03,Atlanta,FastShip,Health,219,281.09,2420,10,11,True
SH803690,2025-03-03,Atlanta,FastShip,Health,454,702.86,1283,2,1,False
SH803691,2025-10-01,Dallas,FastShip,Health,202,764.69,2399,2,5,True
SH803692,2025-02-25,Dallas,NorthStar,Apparel,404,863.21,2704,10,13,True
SH803693,2025-12-30,New Jersey,BlueFreight,Apparel,404,602.32,1798,7,6,False
SH803694,2025-01-10,Chicago,RoadRunner,Home,144,877.1,2087,3,5,True
SH803695,2025-04-23,Atlanta,NorthStar,Apparel,450,1421.92,1789,10,13,True
SH803696,2025-06-08,Atlanta,RoadRunner,Electronics,497,496.31,2199,5,7,True
SH803697,2025-02-18,Atlanta,RoadRunner,Home,400,149.53,1812,5,9,True
SH803698,2025-10-28,New Jersey,RoadRunner,Home,15,177.02,1275,7,11,True
