LoanID,ApplicantAge,AnnualIncome,LoanAmount,CreditScore,DebtToIncome,EmploymentLengthYears,LoanPurpose,DefaultFlag
L402658,37,18000.0,33309.21,720,0.313,5,Small Business,False
L402659,48,38547.98,2541.73,630,0.141,26,Education,True
L402660,70,79491.31,31103.98,600,0.26,27,Medical,True
L402661,50,75786.65,1792.03,711,0.274,0,Debt Consolidation,False
L402662,59,41817.3,10756.57,562,0.489,4,Education,False
L402663,28,67767.67,39531.51,745,0.643,13,Debt Consolidation,False
L402664,62,76102.21,37750.53,536,0.479,33,Education,False
L402665,72,45929.44,32965.14,764,0.32,9,Auto,False
L402666,40,88009.86,37583.68,758,0.223,3,Education,False
L402667,64,70789.13,25343.72,749,0.154,17,Auto,False
L402668,32,49044.12,1368.25,815,0.137,0,Home Improvement,False
L402669,69,124877.06,39864.48,568,0.141,34,Debt Consolidation,True
L402670,58,53607.53,43574.85,607,0.391,8,Medical,False
L402671,53,32055.3,34118.32,648,0.357,12,Education,False
L402672,52,97957.07,36830.62,822,0.551,16,Debt Consolidation,False
L402673,65,86399.01,11974.3,531,0.305,19,Education,False
L402674,35,18000.0,15913.1,576,0.25,12,Medical,False
L402675,30,18000.0,32895.11,620,0.057,30,Small Business,False
L402676,53,81644.9,18015.57,636,0.19,34,Education,False
L402677,67,43798.88,14272.11,774,0.591,25,Home Improvement,True
L402678,70,76096.13,47058.95,586,0.147,22,Small Business,True
L402679,70,53650.77,37345.49,640,0.139,26,Debt Consolidation,False
L402680,29,83312.35,7036.42,641,0.342,11,Auto,False
L402681,22,90575.16,50490.68,535,0.326,6,Small Business,False
L402682,32,18000.0,32460.73,669,0.175,22,Education,False
L402683,55,34162.81,45330.11,846,0.19,17,Medical,False
L402684,42,117457.98,33325.23,619,0.574,6,Education,True
L402685,26,80487.59,28997.28,581,0.626,32,Home Improvement,False
L402686,42,88662.64,42952.92,605,0.203,3,Debt Consolidation,True
L402687,55,140736.39,28933.01,627,0.143,10,Medical,False
L402688,23,104443.88,38857.04,634,0.071,23,Medical,False
L402689,69,70222.54,34486.07,544,0.633,10,Debt Consolidation,False
L402690,42,30443.74,43262.55,834,0.286,17,Home Improvement,True
L402691,30,110362.01,47238.54,809,0.513,2,Auto,False
L402692,42,111225.79,42736.11,562,0.352,17,Education,False
L402693,47,76241.97,55399.74,626,0.316,20,Education,False
L402694,63,131403.59,56428.37,673,0.646,26,Home Improvement,False
L402695,26,81055.04,7404.7,602,0.212,17,Medical,False
L402696,46,74100.31,37006.58,758,0.529,12,Home Improvement,False
L402697,56,110420.24,35365.57,786,0.511,30,Small Business,False
L402698,64,87825.62,3770.04,597,0.321,34,Education,False
L402699,27,96412.82,23672.25,705,0.509,16,Debt Consolidation,False
L402700,27,18000.0,16657.28,603,0.522,22,Medical,False
L402701,73,83492.16,25779.27,826,0.159,20,Debt Consolidation,False
L402702,71,55993.5,46524.04,617,0.084,32,Debt Consolidation,False
L402703,38,53895.92,18097.13,770,0.285,23,Auto,False
L402704,47,64392.81,55545.81,714,0.249,30,Home Improvement,False
L402705,30,49702.21,52916.5,594,0.334,24,Medical,True
L402706,63,94937.89,38336.45,524,0.163,0,Home Improvement,False
L402707,72,33234.78,59204.73,602,0.216,34,Auto,True
L402708,48,18000.0,1849.63,840,0.483,0,Small Business,True
L402709,55,67091.87,21707.36,681,0.309,6,Education,False
L402710,57,114532.38,15645.64,728,0.555,29,Auto,False
L402711,47,54976.44,9395.73,702,0.538,10,Medical,False
L402712,44,63298.6,46293.94,664,0.059,12,Home Improvement,False
L402713,61,62551.64,31119.84,675,0.363,25,Home Improvement,False
L402714,37,152375.88,55457.49,607,0.104,28,Debt Consolidation,False
L402715,67,102009.77,24373.95,696,0.583,19,Medical,False
L402716,42,52687.3,57592.15,654,0.139,19,Debt Consolidation,False
L402717,64,65250.82,38666.53,847,0.06,13,Medical,False
L402718,45,46694.22,22692.04,646,0.172,19,Home Improvement,False
L402719,40,131496.78,39323.26,657,0.361,6,Debt Consolidation,False
L402720,27,22671.25,53409.99,729,0.288,0,Small Business,False
L402721,42,40567.25,4309.6,651,0.236,11,Debt Consolidation,False
L402722,58,100296.09,26717.1,656,0.483,33,Auto,False
L402723,49,126357.21,4106.79,778,0.361,32,Small Business,False
L402724,53,71355.54,37835.78,639,0.094,3,Home Improvement,False
L402725,52,63082.88,1751.92,809,0.492,19,Debt Consolidation,False
L402726,45,73098.14,31312.97,556,0.265,34,Home Improvement,True
L402727,37,74350.91,12593.56,618,0.515,26,Debt Consolidation,True
L402728,30,139156.96,12608.97,608,0.568,0,Small Business,False
L402729,28,85955.96,44757.9,810,0.26,9,Education,False
L402730,60,60138.77,11059.14,708,0.492,23,Auto,False
L402731,44,84717.62,4394.17,799,0.262,17,Medical,False
L402732,25,101953.48,23853.69,624,0.222,24,Home Improvement,False
L402733,65,41688.17,27449.74,613,0.428,6,Small Business,False
L402734,41,80157.26,21675.17,787,0.26,24,Debt Consolidation,False
L402735,35,72746.55,31510.78,600,0.181,19,Education,False
L402736,46,35169.5,22519.16,576,0.399,32,Auto,True
L402737,41,58418.2,18405.73,750,0.136,5,Debt Consolidation,False
L402738,42,56548.93,30834.14,799,0.054,20,Small Business,False
L402739,35,56066.37,2852.55,761,0.174,29,Education,False
L402740,23,131877.19,2248.08,527,0.33,24,Home Improvement,False
L402741,53,72618.63,52523.34,759,0.308,4,Small Business,False
L402742,61,83108.5,40198.47,618,0.457,19,Home Improvement,False
L402743,72,93008.19,21280.53,531,0.629,28,Small Business,False
L402744,28,69890.47,21748.1,849,0.181,29,Small Business,False
L402745,30,57770.76,22033.58,748,0.062,2,Education,False
L402746,43,119686.86,52040.29,807,0.209,23,Medical,False
L402747,63,119928.39,58345.12,831,0.283,32,Auto,False
L402748,55,101021.17,18709.91,743,0.39,20,Education,False
L402749,56,68450.48,42205.03,637,0.56,29,Education,True
L402750,49,83226.72,15673.71,593,0.277,19,Home Improvement,False
L402751,74,45967.01,44482.54,569,0.292,24,Home Improvement,False
L402752,42,75170.29,57099.2,738,0.171,23,Home Improvement,False
L402753,26,34333.78,3171.36,723,0.526,23,Debt Consolidation,False
L402754,46,97509.95,4772.36,847,0.634,33,Debt Consolidation,False
L402755,70,124662.07,47984.98,575,0.267,13,Medical,False
L402756,50,35899.28,27698.56,843,0.29,21,Medical,False
L402757,64,128142.05,33756.23,591,0.093,34,Medical,False
L402758,58,92045.56,23988.93,675,0.326,34,Debt Consolidation,False
L402759,69,47107.52,4195.99,539,0.268,0,Debt Consolidation,False
L402760,53,80181.18,24750.2,565,0.524,10,Auto,True
L402761,61,121233.95,9773.36,606,0.199,1,Small Business,True
L402762,54,111648.97,20148.54,799,0.577,23,Auto,False
L402763,36,110663.57,11177.34,728,0.613,25,Medical,False
L402764,22,60088.92,51505.11,530,0.214,22,Medical,False
L402765,43,41989.95,15764.96,595,0.517,20,Medical,False
L402766,71,71936.14,35481.22,685,0.152,3,Home Improvement,False
L402767,26,75852.66,59139.86,701,0.362,9,Debt Consolidation,False
L402768,34,65122.39,59414.12,683,0.641,6,Education,False
L402769,21,52462.77,39627.06,775,0.377,13,Debt Consolidation,False
L402770,43,39698.97,19206.07,655,0.289,21,Debt Consolidation,False
L402771,72,94777.52,30768.12,672,0.215,20,Education,False
L402772,44,49381.27,30922.48,682,0.156,21,Medical,False
L402773,65,97769.32,52721.74,806,0.619,14,Home Improvement,True
L402774,53,62416.45,43363.38,778,0.305,0,Small Business,False
L402775,25,68913.69,53089.97,589,0.47,2,Auto,False
L402776,37,34282.88,1939.26,766,0.234,1,Medical,True
L402777,45,84829.82,58441.78,841,0.621,1,Medical,True
L402778,38,63150.82,41294.34,745,0.231,9,Home Improvement,False
L402779,36,37540.1,55900.75,590,0.431,15,Small Business,True
L402780,53,64669.84,47682.08,599,0.189,9,Home Improvement,False
L402781,37,44393.87,42549.25,735,0.605,16,Education,False
L402782,67,21570.3,5297.1,553,0.267,34,Medical,True
L402783,69,96139.21,9521.47,698,0.169,23,Debt Consolidation,False
L402784,22,35259.47,13364.86,827,0.164,23,Small Business,False
L402785,74,86526.2,29953.0,613,0.451,34,Education,True
L402786,51,145145.39,46653.8,644,0.508,17,Medical,True
L402787,43,41932.1,14896.85,588,0.226,2,Education,False
L402788,50,86918.1,58848.93,815,0.633,28,Medical,False
L402789,64,58998.01,40220.54,547,0.581,9,Auto,True
L402790,27,79972.48,44631.8,520,0.254,27,Debt Consolidation,False
L402791,29,18000.0,54180.7,781,0.124,20,Education,True
L402792,23,85082.7,31299.96,701,0.153,23,Medical,False
L402793,62,75348.72,9566.39,574,0.561,12,Home Improvement,True
L402794,63,149143.73,26236.62,782,0.202,5,Home Improvement,False
L402795,23,18000.0,32280.49,728,0.235,10,Education,False
L402796,65,56530.91,58292.1,716,0.269,29,Education,False
L402797,39,86617.02,5230.52,582,0.378,10,Auto,False
L402798,23,100174.46,20399.17,521,0.495,4,Medical,False
L402799,51,68040.32,44990.54,702,0.194,7,Debt Consolidation,False
L402800,57,112460.99,42622.0,789,0.327,28,Small Business,False
L402801,24,74059.05,50292.35,553,0.313,21,Medical,False
L402802,34,76344.34,57493.97,733,0.119,33,Home Improvement,True
L402803,27,18000.0,34276.35,642,0.392,22,Education,False
L402804,33,90714.34,51423.24,760,0.137,12,Education,False
L402805,38,120536.15,57795.32,735,0.113,24,Education,False
L402806,70,40300.21,8670.64,816,0.629,4,Debt Consolidation,False
L402807,46,57870.43,35680.57,787,0.253,4,Auto,False
L402808,54,26666.29,27790.36,629,0.587,26,Small Business,True
L402809,32,86863.85,46507.46,829,0.395,6,Auto,True
L402810,53,66793.26,12772.39,708,0.52,14,Auto,False
L402811,38,97950.9,51647.88,807,0.636,34,Medical,False
L402812,44,69531.39,27377.53,657,0.551,30,Medical,False
L402813,30,68903.66,22557.82,598,0.363,8,Small Business,True
L402814,55,70023.87,43276.89,555,0.536,17,Auto,False
L402815,26,77417.96,20541.18,584,0.549,21,Debt Consolidation,False
L402816,43,72727.73,53521.01,759,0.37,24,Medical,False
L402817,43,85601.52,52664.68,605,0.25,3,Education,False
L402818,41,117690.09,2910.62,820,0.196,10,Debt Consolidation,False
L402819,32,103196.81,11825.41,841,0.511,25,Home Improvement,True
L402820,27,128190.64,44433.11,741,0.613,4,Medical,False
L402821,56,34583.48,32851.66,844,0.208,4,Debt Consolidation,False
L402822,71,47797.72,5830.68,731,0.609,29,Medical,True
L402823,33,107490.14,25197.25,845,0.437,13,Auto,True
L402824,27,39633.41,3099.43,613,0.317,34,Auto,True
L402825,31,123836.86,16303.79,748,0.08,7,Auto,False
L402826,37,55675.05,11387.38,572,0.096,14,Debt Consolidation,False
L402827,40,67372.3,49742.58,660,0.472,14,Auto,False
L402828,37,60100.64,51554.54,630,0.214,16,Small Business,False
L402829,26,72391.0,49717.67,793,0.566,32,Auto,False
L402830,61,125054.53,2574.92,649,0.316,8,Auto,False
L402831,23,114182.29,45117.3,806,0.295,9,Home Improvement,False
L402832,38,134638.15,36718.22,795,0.337,14,Education,False
L402833,62,145017.35,41537.17,617,0.355,6,Debt Consolidation,False
L402834,53,57334.73,3831.24,628,0.634,21,Medical,False
L402835,30,39624.21,13179.31,615,0.073,2,Debt Consolidation,False
L402836,27,77246.56,13331.27,697,0.553,1,Auto,False
L402837,54,82427.63,10547.18,844,0.517,6,Medical,False
L402838,21,24866.97,34813.25,805,0.324,11,Auto,True
L402839,37,97408.77,20738.39,719,0.526,27,Auto,False
L402840,66,38694.05,28010.58,717,0.277,9,Small Business,False
L402841,38,58916.31,43431.26,849,0.161,7,Auto,False
L402842,39,95791.0,33150.83,627,0.055,18,Medical,False
L402843,29,87190.2,27848.39,730,0.381,33,Small Business,False
L402844,45,74400.84,54619.11,637,0.427,6,Debt Consolidation,False
L402845,33,79758.4,38631.38,847,0.147,10,Auto,False
L402846,22,93005.54,41507.29,686,0.104,22,Home Improvement,False
L402847,51,52715.17,11601.9,691,0.641,8,Auto,False
L402848,21,82499.53,36573.69,792,0.126,12,Auto,True
L402849,52,71865.18,31420.38,788,0.131,28,Small Business,False
L402850,31,76432.13,56654.62,649,0.212,10,Auto,False
L402851,36,109052.28,44701.83,685,0.352,21,Auto,False
L402852,25,81198.22,50484.12,631,0.054,15,Debt Consolidation,False
L402853,32,117570.64,39824.79,821,0.099,15,Auto,False
L402854,40,56165.03,20269.56,536,0.536,31,Debt Consolidation,True
L402855,39,69038.0,40021.34,633,0.605,6,Medical,True
L402856,73,23312.43,58164.46,787,0.635,14,Auto,True
L402857,25,41201.27,20028.05,694,0.293,24,Debt Consolidation,False
L402858,47,60033.9,11083.21,741,0.428,14,Auto,False
L402859,49,87169.77,19421.4,579,0.079,21,Home Improvement,False
L402860,73,56001.04,47004.85,782,0.442,14,Education,False
L402861,65,37126.19,6064.54,786,0.469,33,Auto,False
L402862,54,83025.41,55856.09,585,0.388,10,Medical,True
L402863,55,18685.16,43168.29,625,0.23,33,Home Improvement,True
L402864,69,19857.53,36867.03,696,0.514,19,Small Business,False
L402865,22,45780.18,11403.02,523,0.591,21,Home Improvement,False
L402866,63,84645.89,33104.34,608,0.188,9,Education,False
L402867,35,44116.08,1943.63,590,0.433,9,Education,True
L402868,54,75105.66,34515.42,683,0.203,25,Medical,False
L402869,46,95996.75,18645.92,818,0.239,31,Debt Consolidation,False
L402870,45,87081.59,32647.93,743,0.227,19,Education,False
L402871,70,127312.75,22360.54,662,0.294,6,Auto,False
L402872,68,77239.37,27065.18,815,0.242,27,Small Business,False
L402873,30,117587.12,33927.69,561,0.226,21,Home Improvement,False
L402874,42,91982.67,57268.11,572,0.414,31,Auto,False
L402875,25,59451.15,59001.51,722,0.569,6,Auto,False
L402876,33,41267.64,37152.43,717,0.091,3,Home Improvement,False
L402877,49,77186.75,9300.05,830,0.226,16,Medical,False
L402878,33,30447.78,3696.76,811,0.256,14,Debt Consolidation,False
L402879,51,65074.77,59590.39,762,0.407,5,Medical,False
L402880,51,67325.8,38250.4,667,0.106,21,Debt Consolidation,False
L402881,74,109763.69,36277.2,731,0.081,34,Education,False
L402882,61,49283.29,3463.12,627,0.145,24,Auto,False
L402883,50,86141.87,56495.95,724,0.221,5,Medical,False
L402884,28,40903.82,10370.88,650,0.228,18,Home Improvement,False
L402885,21,99745.82,32871.04,687,0.257,21,Debt Consolidation,False
L402886,64,120459.88,18819.11,661,0.63,27,Debt Consolidation,False
L402887,57,45446.26,23620.46,658,0.185,10,Small Business,False
L402888,69,76605.87,20464.48,726,0.304,19,Small Business,False
L402889,32,154885.82,16431.44,610,0.419,32,Education,True
L402890,50,48360.6,16354.36,844,0.287,11,Small Business,False
L402891,64,25473.05,5861.81,699,0.303,31,Home Improvement,False
L402892,39,79238.91,2281.4,746,0.302,3,Medical,False
L402893,44,37898.15,24874.69,550,0.623,30,Medical,False
L402894,63,83942.84,5841.99,773,0.116,15,Medical,False
L402895,67,99867.72,21394.3,527,0.264,21,Small Business,False
L402896,47,39243.55,15197.49,612,0.506,16,Education,False
L402897,30,24921.07,30360.19,716,0.628,13,Auto,True
L402898,67,104811.84,38212.84,696,0.209,18,Auto,False
L402899,53,127482.78,23955.48,631,0.381,22,Medical,False
L402900,44,62250.22,28047.21,529,0.11,4,Small Business,False
L402901,58,116292.75,59366.19,783,0.568,2,Education,False
L402902,41,128514.61,26870.23,748,0.241,11,Small Business,False
L402903,23,94815.53,25508.14,774,0.285,0,Small Business,False
L402904,50,76478.2,34517.44,625,0.077,34,Auto,False
L402905,46,93729.67,2777.87,804,0.435,17,Debt Consolidation,False
L402906,71,99841.49,29979.83,579,0.091,6,Home Improvement,True
L402907,57,18000.0,3451.72,680,0.326,13,Home Improvement,False
L402908,70,68244.77,17333.5,528,0.45,29,Medical,False
L402909,54,30116.24,46980.9,801,0.558,30,Auto,False
L402910,42,43094.15,13218.58,611,0.475,16,Home Improvement,False
L402911,26,82273.51,29978.54,737,0.167,25,Medical,False
L402912,68,68927.45,41926.42,691,0.329,22,Auto,False
L402913,22,73061.58,58696.18,824,0.177,31,Home Improvement,False
L402914,72,67845.49,38858.14,551,0.324,31,Auto,False
L402915,32,66029.36,53111.17,673,0.104,2,Education,False
L402916,53,71594.46,13058.41,632,0.597,29,Small Business,False
L402917,33,122012.75,5484.57,742,0.55,24,Home Improvement,True
L402918,46,92728.6,30053.7,579,0.358,2,Education,False
L402919,53,42039.38,34653.05,602,0.38,18,Small Business,False
L402920,61,57863.79,19966.18,648,0.368,34,Debt Consolidation,False
L402921,22,93943.43,43428.59,785,0.45,0,Auto,False
L402922,72,63395.03,33484.89,564,0.495,10,Home Improvement,False
L402923,35,88427.42,35759.21,762,0.531,1,Education,False
L402924,58,71291.02,53936.92,708,0.225,19,Auto,True
L402925,33,78745.77,10792.04,732,0.268,34,Education,False
L402926,73,112808.56,20227.95,691,0.554,29,Small Business,True
L402927,66,84859.49,45849.61,568,0.122,8,Medical,False
L402928,28,133937.3,30265.74,630,0.332,21,Debt Consolidation,False
L402929,40,50842.4,53332.19,673,0.191,4,Education,False
L402930,43,42696.48,10298.7,605,0.257,24,Small Business,True
L402931,59,84737.59,27909.92,844,0.297,20,Small Business,False
L402932,70,65116.11,46378.85,665,0.478,33,Debt Consolidation,False
L402933,65,76266.4,37993.58,847,0.123,4,Education,False
L402934,37,83486.91,9605.79,530,0.269,13,Medical,False
L402935,59,30693.25,42249.49,834,0.391,22,Debt Consolidation,False
L402936,69,18000.0,33177.28,621,0.536,19,Education,False
L402937,27,95071.53,58382.75,835,0.44,13,Education,False
L402938,32,26105.68,38424.78,667,0.379,15,Debt Consolidation,True
L402939,60,55685.68,19873.34,746,0.218,26,Debt Consolidation,False
L402940,41,66444.21,32910.9,608,0.636,14,Small Business,True
L402941,66,69344.92,8874.81,733,0.49,15,Medical,False
L402942,67,97030.86,45113.85,815,0.114,8,Debt Consolidation,False
L402943,41,93308.86,51638.13,809,0.182,27,Auto,False
L402944,74,79630.7,35594.82,764,0.432,22,Medical,False
L402945,68,90205.47,34456.31,671,0.381,21,Medical,False
L402946,35,39094.84,7454.18,606,0.396,6,Small Business,True
L402947,58,47995.17,11635.49,625,0.281,25,Auto,False
L402948,44,187105.81,57607.9,601,0.617,7,Debt Consolidation,False
L402949,59,76877.76,24446.45,808,0.154,31,Medical,False
L402950,48,100158.57,46755.89,522,0.171,4,Education,False
L402951,50,35247.06,53636.18,551,0.247,20,Medical,False
L402952,51,95505.58,6385.77,606,0.543,5,Auto,False
L402953,41,63879.18,53505.6,650,0.607,11,Education,False
L402954,50,54970.6,11109.32,847,0.247,24,Medical,False
L402955,38,128278.95,46511.26,803,0.177,22,Education,True
L402956,65,121323.09,16871.45,586,0.478,14,Small Business,True
L402957,64,71102.66,51023.8,785,0.525,10,Small Business,True
L402958,38,79907.34,28020.24,740,0.46,28,Debt Consolidation,False
L402959,66,59904.45,28407.61,649,0.107,14,Home Improvement,False
L402960,49,35507.39,35301.81,654,0.295,21,Home Improvement,False
L402961,38,75038.63,51250.42,659,0.437,8,Debt Consolidation,False
L402962,38,79957.32,18636.36,790,0.057,30,Debt Consolidation,False
L402963,55,105692.7,58734.96,648,0.054,20,Medical,False
L402964,63,91151.13,50236.87,846,0.321,24,Debt Consolidation,False
L402965,60,40516.12,23782.71,770,0.089,12,Education,False
L402966,55,18000.0,2598.27,656,0.58,7,Medical,True
L402967,32,62051.61,11356.88,617,0.306,4,Debt Consolidation,False
L402968,38,31153.87,33831.42,654,0.456,9,Education,False
L402969,55,68945.18,49987.9,684,0.645,21,Debt Consolidation,False
L402970,34,86628.5,56665.18,838,0.119,7,Small Business,False
