LoanID,CustomerAge,AnnualIncome,LoanAmount,CreditScore,EmploymentYears,DebtToIncome,LoanPurpose,Defaulted
403227,56,60855,6751,661,14,0.2,Debt Consolidation,0
403228,48,102127,58204,749,11,0.19,Education,0
403229,29,51728,33428,808,19,0.21,Education,0
403230,71,50812,7477,808,0,0.48,Business,1
403231,72,54557,5213,730,6,0.55,Education,0
403232,42,94668,52416,732,8,0.26,Home Improvement,0
403233,63,96118,15683,569,21,0.26,Education,1
403234,64,60814,43873,534,33,0.13,Home Improvement,1
403235,25,125909,33777,831,30,0.53,Home Improvement,0
403236,34,115182,30874,730,8,0.44,Medical,0
403237,36,26062,37617,807,3,0.07,Home Improvement,0
403238,32,87658,15288,539,14,0.62,Medical,0
403239,59,119846,59551,657,12,0.19,Auto,0
403240,40,131986,20599,586,11,0.47,Business,0
403241,73,163416,32549,785,33,0.25,Debt Consolidation,0
403242,43,122448,41063,746,8,0.58,Home Improvement,0
403243,74,98156,17889,600,30,0.24,Home Improvement,0
403244,66,99300,51518,650,20,0.59,Business,0
403245,38,136141,3217,544,9,0.32,Education,0
403246,27,70764,48992,588,0,0.61,Home Improvement,0
403247,25,121976,47793,782,19,0.18,Auto,0
403248,58,164858,44496,520,18,0.55,Medical,0
403249,62,47422,43879,551,12,0.44,Business,1
403250,72,174770,40810,812,16,0.06,Business,0
403251,22,156158,18205,842,28,0.27,Auto,1
403252,21,28437,5329,765,4,0.34,Business,0
403253,37,117885,58159,837,14,0.23,Education,0
403254,61,60900,10793,671,15,0.05,Business,0
403255,33,95548,39157,734,27,0.35,Home Improvement,0
403256,29,115632,17622,764,33,0.37,Education,0
403257,32,41537,48171,735,13,0.41,Business,0
403258,66,97761,43419,638,9,0.64,Home Improvement,0
403259,67,173986,27598,593,21,0.55,Auto,0
403260,28,132598,2478,819,18,0.59,Home Improvement,0
403261,45,151547,54365,523,4,0.05,Debt Consolidation,0
403262,32,86237,4793,803,6,0.15,Debt Consolidation,0
403263,32,146563,30728,799,11,0.63,Education,0
403264,53,137538,53357,636,5,0.53,Debt Consolidation,0
403265,66,68258,50294,807,22,0.28,Home Improvement,0
403266,38,158802,21384,689,6,0.61,Debt Consolidation,0
403267,56,145320,38373,653,26,0.52,Business,0
403268,60,137458,19724,810,9,0.47,Auto,0
403269,52,163800,42736,688,15,0.48,Auto,0
403270,60,149372,33359,776,16,0.58,Auto,0
403271,24,101995,3181,587,0,0.21,Auto,0
403272,60,169127,5627,743,18,0.65,Education,0
403273,47,70541,31691,631,25,0.64,Debt Consolidation,0
403274,49,152545,31783,524,3,0.22,Medical,0
403275,22,87888,46347,568,11,0.58,Education,1
403276,69,36355,29862,689,32,0.18,Medical,0
403277,32,166080,3799,842,20,0.36,Education,0
403278,72,102765,10832,697,27,0.38,Medical,0
403279,65,148154,54274,532,29,0.11,Auto,1
403280,61,59684,7551,708,2,0.08,Debt Consolidation,0
403281,39,133370,36415,797,0,0.53,Home Improvement,1
403282,67,41763,36110,823,1,0.5,Home Improvement,1
403283,39,77242,45204,538,30,0.13,Education,0
403284,46,120203,5660,566,10,0.56,Medical,1
403285,41,28046,15879,727,11,0.32,Debt Consolidation,0
403286,66,161127,30319,589,1,0.12,Home Improvement,0
403287,42,169735,20520,797,19,0.06,Debt Consolidation,0
403288,57,147113,59255,600,11,0.56,Business,0
403289,59,99724,16002,564,12,0.23,Home Improvement,1
403290,32,153942,53160,783,29,0.21,Debt Consolidation,0
403291,40,25570,18956,640,4,0.56,Home Improvement,0
403292,72,124147,12026,630,29,0.05,Medical,0
403293,56,68968,25789,702,21,0.49,Home Improvement,0
403294,21,177430,3267,634,2,0.43,Auto,0
403295,27,170500,54869,704,0,0.56,Home Improvement,0
403296,55,159734,24927,636,1,0.09,Business,0
403297,62,166992,44409,716,14,0.32,Auto,0
403298,32,112088,28393,717,15,0.18,Medical,0
403299,52,179272,8715,555,30,0.37,Education,1
403300,45,174979,21324,689,32,0.38,Education,0
403301,28,173250,18810,606,6,0.4,Debt Consolidation,1
403302,35,119810,20868,841,13,0.46,Home Improvement,1
403303,61,111314,57257,604,19,0.23,Business,1
403304,58,133086,44354,574,9,0.07,Home Improvement,0
403305,36,96507,20517,793,0,0.21,Auto,0
403306,27,125416,57130,849,9,0.23,Business,0
403307,67,141317,6879,798,32,0.32,Auto,0
403308,59,122481,27928,555,20,0.14,Debt Consolidation,1
403309,60,142385,48411,528,24,0.48,Medical,1
403310,66,86181,50820,627,29,0.27,Business,0
403311,68,86872,21661,753,16,0.28,Education,0
403312,45,71428,18333,566,14,0.25,Auto,0
403313,68,26875,16482,744,34,0.34,Medical,0
403314,53,39299,22182,727,8,0.09,Education,1
403315,25,31766,3304,599,14,0.57,Education,1
403316,50,179508,26339,823,11,0.49,Home Improvement,0
403317,22,96691,28035,751,10,0.07,Education,0
403318,64,71399,58841,742,33,0.57,Business,0
403319,72,96502,12900,570,10,0.5,Medical,0
403320,62,117668,9302,608,14,0.54,Education,1
403321,54,87292,24093,728,20,0.38,Auto,0
403322,34,41036,21528,529,24,0.55,Medical,0
403323,30,97802,32240,619,2,0.26,Education,1
403324,59,139939,35280,682,23,0.58,Debt Consolidation,0
403325,41,136350,28165,846,28,0.6,Debt Consolidation,1
403326,45,83942,7839,790,32,0.09,Medical,0
403327,67,130539,31109,658,26,0.3,Auto,0
403328,57,90581,58547,809,12,0.28,Business,0
403329,59,72131,14666,529,0,0.59,Education,0
403330,51,99314,41594,843,15,0.53,Auto,1
403331,34,131299,33306,792,0,0.31,Home Improvement,0
403332,25,33586,27495,678,11,0.44,Medical,0
403333,45,147748,40770,808,17,0.5,Home Improvement,0
403334,65,50239,48532,768,20,0.2,Medical,0
403335,22,80667,7273,762,25,0.48,Medical,0
403336,55,161565,33485,781,19,0.55,Education,0
403337,68,94279,44953,707,11,0.55,Auto,0
403338,40,31337,30175,668,3,0.56,Auto,1
403339,30,132111,30282,848,0,0.48,Auto,0
403340,60,83068,33581,772,1,0.54,Home Improvement,0
403341,26,88050,42233,580,24,0.58,Debt Consolidation,0
403342,62,98388,39189,833,4,0.11,Auto,0
403343,53,158843,34469,792,25,0.14,Business,0
403344,34,153782,16720,751,28,0.53,Education,1
403345,71,56678,46727,655,30,0.05,Medical,0
403346,69,144162,37453,643,18,0.33,Business,0
403347,46,144929,24801,655,1,0.2,Debt Consolidation,0
403348,42,85995,21345,608,19,0.42,Auto,0
403349,34,105101,39110,737,4,0.58,Debt Consolidation,0
403350,56,92193,38066,616,17,0.41,Debt Consolidation,0
403351,64,55014,25496,617,11,0.29,Education,0
403352,70,146960,10845,618,6,0.33,Medical,1
403353,43,69595,54025,590,15,0.65,Debt Consolidation,0
403354,36,58007,45558,609,3,0.22,Home Improvement,0
403355,45,42526,11032,604,0,0.51,Auto,0
403356,63,33646,32150,682,34,0.34,Medical,0
403357,39,80448,10579,773,14,0.07,Education,0
403358,62,58851,11795,620,12,0.17,Business,1
403359,31,165455,27781,759,0,0.56,Debt Consolidation,0
403360,50,66640,5032,683,23,0.36,Business,0
403361,45,47051,33142,638,8,0.53,Medical,1
403362,51,107106,20828,550,15,0.6,Debt Consolidation,1
403363,37,39249,14010,785,0,0.55,Education,0
403364,46,127626,22530,825,34,0.14,Home Improvement,0
403365,26,65913,3511,681,17,0.13,Education,0
403366,31,66532,3997,642,32,0.39,Business,0
403367,21,59689,30069,698,14,0.36,Home Improvement,0
403368,33,147359,13967,671,28,0.12,Business,0
403369,36,36519,42885,683,3,0.3,Medical,0
403370,31,84592,21866,747,9,0.18,Home Improvement,0
403371,42,154946,13061,661,14,0.25,Debt Consolidation,0
403372,56,158476,31002,765,26,0.23,Business,0
403373,52,58211,16150,738,34,0.18,Business,0
403374,23,26316,3359,680,9,0.52,Business,0
403375,47,60172,33707,813,13,0.27,Business,1
403376,36,154870,50286,714,19,0.45,Business,1
403377,57,156529,48584,619,27,0.17,Medical,0
403378,47,81707,28556,551,13,0.45,Home Improvement,0
403379,74,95748,16391,675,16,0.25,Business,0
403380,55,92973,2520,662,21,0.48,Education,1
403381,22,101490,24436,529,17,0.47,Education,0
403382,38,142009,31534,755,8,0.49,Debt Consolidation,0
403383,68,135596,39625,664,9,0.56,Auto,0
403384,45,54573,2990,692,16,0.36,Medical,0
403385,56,161331,31652,822,2,0.33,Education,0
403386,39,63852,17543,837,25,0.42,Auto,0
403387,62,41512,20244,529,10,0.49,Business,0
403388,45,54960,39165,708,13,0.44,Home Improvement,0
403389,59,158178,14946,824,12,0.08,Education,0
403390,41,133675,43172,773,12,0.56,Debt Consolidation,0
403391,58,132785,13101,716,32,0.46,Debt Consolidation,0
403392,60,142580,17204,623,17,0.53,Medical,0
403393,32,66870,12572,705,10,0.54,Education,0
403394,49,111811,4546,706,1,0.09,Medical,0
403395,27,166934,6530,807,29,0.21,Business,0
403396,49,154768,10768,665,15,0.26,Auto,0
403397,52,149469,5205,580,24,0.56,Medical,0
403398,31,147741,50427,595,34,0.09,Home Improvement,1
403399,57,168623,29986,628,6,0.3,Debt Consolidation,0
403400,67,58637,11750,795,13,0.59,Education,0
403401,35,99645,59659,679,16,0.45,Auto,0
403402,46,149013,2477,573,31,0.4,Home Improvement,1
403403,22,133576,22882,755,22,0.32,Debt Consolidation,0
403404,49,63303,22158,734,10,0.44,Auto,0
403405,24,128747,53085,778,7,0.5,Education,1
403406,54,124418,17174,650,12,0.6,Debt Consolidation,1
403407,73,129939,13504,728,2,0.07,Education,0
403408,55,158500,8124,679,16,0.23,Auto,0
403409,30,153977,56601,640,26,0.58,Business,0
403410,54,115459,15791,600,18,0.62,Home Improvement,1
403411,68,112339,40901,770,27,0.07,Auto,0
403412,44,39827,45405,535,29,0.32,Auto,1
403413,60,54752,16258,751,1,0.51,Business,1
403414,50,162994,31991,727,12,0.59,Debt Consolidation,0
403415,25,96808,36320,676,16,0.13,Education,0
403416,25,139656,42377,568,17,0.21,Home Improvement,1
403417,73,115772,26829,746,33,0.33,Education,0
403418,72,164301,22646,716,10,0.32,Auto,0
403419,30,40266,35357,791,19,0.23,Home Improvement,0
403420,55,89313,12881,660,30,0.43,Auto,0
403421,68,78565,23036,654,8,0.59,Business,0
403422,31,89965,16924,671,28,0.47,Home Improvement,0
403423,37,34294,49293,825,19,0.29,Home Improvement,0
403424,65,151704,20812,650,7,0.3,Medical,0
403425,21,144840,9546,842,33,0.59,Debt Consolidation,0
403426,56,173553,58076,554,0,0.56,Education,0
403427,26,119143,34680,811,30,0.44,Debt Consolidation,0
403428,72,110376,14727,765,31,0.1,Auto,0
403429,73,100977,12644,763,0,0.36,Business,0
403430,50,131337,27370,604,33,0.48,Business,0
403431,55,168843,45293,630,27,0.18,Business,0
403432,33,161360,52846,826,29,0.09,Business,0
403433,71,166860,23527,773,11,0.52,Home Improvement,0
403434,21,59767,5822,808,26,0.44,Home Improvement,0
403435,43,116718,24706,670,9,0.4,Home Improvement,0
403436,33,83322,39723,602,0,0.06,Education,0
403437,54,58690,26905,698,8,0.64,Auto,0
403438,63,68046,33580,787,12,0.17,Medical,0
403439,36,91696,3697,745,15,0.61,Education,1
403440,73,68011,35298,629,23,0.52,Home Improvement,1
403441,31,60145,28896,565,23,0.43,Medical,0
403442,47,30939,33156,683,5,0.3,Debt Consolidation,1
403443,49,177035,43889,799,29,0.38,Business,0
403444,21,174448,19805,845,14,0.59,Auto,0
403445,42,81128,28523,669,8,0.38,Home Improvement,0
403446,61,52132,25157,711,17,0.32,Debt Consolidation,0
403447,45,50570,12149,824,33,0.26,Home Improvement,0
403448,27,29466,57783,678,7,0.3,Business,0
403449,41,77075,20229,639,13,0.16,Education,0
403450,46,107434,55638,749,13,0.11,Education,0
403451,38,111319,55393,626,19,0.27,Education,0
403452,53,61379,11120,683,28,0.36,Auto,0
403453,71,146649,59866,617,22,0.24,Auto,0
403454,44,153516,52864,736,22,0.12,Medical,0
403455,30,85534,45987,706,1,0.57,Education,1
403456,33,142315,23225,606,12,0.53,Medical,1
403457,51,86824,31670,610,22,0.28,Home Improvement,0
403458,38,99688,46345,632,19,0.12,Business,0
403459,31,154849,30561,578,1,0.06,Business,0
403460,52,38766,41273,661,16,0.4,Medical,0
403461,41,61273,7681,534,8,0.31,Business,0
403462,61,40626,16010,587,12,0.38,Education,0
403463,71,141018,31198,597,34,0.22,Auto,1
403464,46,136126,46386,756,8,0.63,Home Improvement,0
403465,66,173865,17235,755,29,0.5,Medical,0
403466,28,165847,11125,656,4,0.59,Business,0
403467,37,68617,50248,792,19,0.39,Medical,0
403468,56,64274,9359,678,28,0.49,Auto,0
403469,72,173234,19510,537,22,0.54,Auto,0
403470,42,171502,30011,790,29,0.1,Business,0
403471,29,82244,54606,640,8,0.24,Auto,0
403472,65,142237,39245,813,6,0.06,Auto,0
403473,25,98625,9978,717,10,0.3,Auto,0
403474,71,45134,27662,673,12,0.58,Debt Consolidation,0
403475,34,32148,30891,575,25,0.27,Debt Consolidation,0
403476,65,75791,25461,666,9,0.59,Auto,0
403477,31,59325,5799,697,20,0.63,Education,0
403478,71,152477,14933,545,16,0.1,Medical,0
403479,51,51734,11757,625,5,0.12,Debt Consolidation,0
403480,27,174465,26952,722,17,0.58,Debt Consolidation,1
403481,59,33514,40596,596,7,0.07,Home Improvement,0
403482,63,41577,58586,696,26,0.47,Debt Consolidation,0
403483,41,123394,59160,689,22,0.33,Medical,0
403484,64,139659,32092,670,32,0.46,Auto,0
403485,49,148545,53071,613,3,0.17,Home Improvement,1
403486,31,92146,9355,575,30,0.5,Education,1
403487,73,161676,19552,558,9,0.36,Auto,1
403488,58,126139,51005,534,10,0.08,Home Improvement,0
403489,33,31641,12742,714,16,0.29,Debt Consolidation,0
403490,64,57098,52538,591,16,0.4,Education,0
403491,60,67702,27975,817,11,0.49,Education,0
403492,63,38314,46679,567,1,0.4,Business,0
403493,45,94512,24642,694,4,0.56,Home Improvement,0
403494,69,107342,26282,565,10,0.4,Education,0
403495,70,159319,59985,561,33,0.09,Medical,1
403496,56,111263,34146,813,26,0.06,Medical,1
403497,57,165056,20150,696,5,0.48,Medical,0
403498,50,48476,49326,637,22,0.15,Home Improvement,0
403499,48,41946,24322,573,14,0.06,Debt Consolidation,0
403500,24,138900,13242,824,26,0.65,Education,0
403501,61,119650,25061,746,26,0.25,Auto,0
403502,40,41259,14795,666,16,0.12,Education,0
403503,32,33497,12890,778,6,0.51,Business,0
403504,66,74344,42397,818,5,0.21,Education,0
403505,33,158849,47071,594,34,0.27,Auto,0
403506,46,36507,36269,624,16,0.3,Education,0
403507,58,154343,24881,603,27,0.64,Home Improvement,0
403508,73,170550,56517,820,0,0.3,Home Improvement,1
403509,56,134955,32669,809,20,0.64,Education,0
403510,43,118982,44101,604,30,0.08,Education,1
403511,62,124937,13426,600,21,0.18,Medical,1
403512,68,177492,5427,702,9,0.25,Business,1
403513,40,99427,3369,613,27,0.1,Business,0
403514,63,35504,55451,599,26,0.47,Education,1
403515,74,157245,54596,683,12,0.09,Education,0
403516,23,100788,18216,684,0,0.18,Business,0
403517,31,89122,49500,709,21,0.58,Medical,0
403518,50,56638,25183,783,22,0.23,Education,0
403519,30,78999,9134,608,33,0.34,Medical,0
403520,33,59469,38337,784,10,0.21,Education,0
403521,30,49409,50710,541,21,0.07,Medical,0
403522,51,88443,27272,768,4,0.14,Home Improvement,0
403523,64,105709,8310,686,9,0.21,Auto,0
403524,57,145985,17470,679,8,0.4,Auto,0
403525,45,102722,42166,688,16,0.44,Medical,0
403526,49,97840,27248,720,15,0.29,Business,0
403527,41,69499,7341,565,9,0.61,Home Improvement,1
403528,35,64598,5580,617,20,0.16,Education,0
403529,62,38980,52294,538,1,0.53,Home Improvement,0
403530,31,141560,13855,668,32,0.57,Medical,0
403531,54,81791,24949,674,8,0.54,Home Improvement,0
403532,69,41485,29352,610,16,0.29,Education,1
403533,31,54534,28429,605,32,0.13,Auto,0
403534,65,158659,33071,652,11,0.13,Auto,0
403535,28,162554,29118,530,12,0.09,Home Improvement,0
403536,54,28249,40755,688,0,0.09,Home Improvement,0
403537,61,30280,39543,645,21,0.36,Business,0
403538,46,74345,3596,651,9,0.08,Business,0
403539,41,66596,27790,670,31,0.4,Debt Consolidation,1
403540,72,157977,16914,728,12,0.09,Auto,0
403541,70,169373,31923,523,0,0.53,Home Improvement,0
403542,44,74068,43721,547,23,0.1,Medical,0
403543,68,65162,42426,530,21,0.4,Business,0
403544,52,70842,32253,648,11,0.54,Home Improvement,1
403545,38,151810,12952,681,17,0.33,Home Improvement,0
403546,64,134834,57377,616,20,0.51,Debt Consolidation,0
403547,46,140868,2486,553,29,0.38,Medical,0
403548,61,107999,35273,575,3,0.45,Debt Consolidation,0
403549,71,68780,47743,581,2,0.31,Medical,1
403550,36,118041,27420,775,1,0.07,Auto,0
403551,61,83658,44614,624,3,0.55,Auto,0
403552,72,93998,11227,555,3,0.58,Education,0
403553,57,164801,44370,668,7,0.25,Business,0
403554,40,74735,41951,803,9,0.2,Medical,0
403555,71,33496,56035,641,28,0.18,Home Improvement,0
403556,35,30642,34866,641,32,0.55,Auto,0
403557,24,158589,26787,675,29,0.61,Auto,1
403558,74,41795,35979,804,21,0.36,Auto,0
403559,60,116314,56823,777,27,0.06,Home Improvement,0
403560,36,40809,57020,643,28,0.42,Medical,0
403561,32,144190,9396,696,12,0.19,Education,0
403562,55,88183,47728,602,5,0.31,Home Improvement,0
403563,46,70326,4073,624,28,0.48,Education,1
403564,29,177715,36734,574,14,0.08,Medical,0
403565,36,169376,38911,738,2,0.42,Auto,0
403566,74,57454,4109,777,2,0.16,Medical,0
403567,35,77842,8031,734,9,0.33,Business,0
403568,40,77399,30444,659,31,0.3,Medical,0
403569,23,111450,8558,545,1,0.24,Business,1
403570,25,119782,40106,825,16,0.12,Medical,0
403571,60,125123,26539,549,21,0.33,Home Improvement,1
403572,59,117476,5261,661,21,0.41,Auto,0
403573,33,100310,28201,534,4,0.4,Home Improvement,1
403574,68,173240,25291,712,26,0.51,Education,1
403575,63,164178,16873,792,4,0.24,Education,0
403576,49,132071,55875,847,32,0.64,Debt Consolidation,0
403577,66,46351,52705,614,32,0.28,Auto,0
403578,27,32942,56508,570,25,0.06,Auto,0
403579,73,83589,15188,729,21,0.18,Education,0
403580,28,87726,9934,634,16,0.33,Home Improvement,0
403581,47,62719,16852,533,26,0.36,Medical,0
403582,29,177155,27053,723,1,0.38,Home Improvement,0
403583,52,156211,24406,824,19,0.57,Auto,0
403584,65,112180,30680,827,14,0.25,Business,0
403585,56,115852,20378,821,30,0.51,Medical,1
403586,56,60717,41132,845,27,0.41,Medical,0
403587,58,107226,28046,635,6,0.24,Debt Consolidation,0
403588,64,121897,28040,826,0,0.49,Business,1
403589,59,108938,46346,632,6,0.22,Business,0
403590,31,168520,27635,540,6,0.3,Education,1
403591,56,31329,9906,605,8,0.27,Business,0
403592,70,82308,31281,788,10,0.06,Home Improvement,0
403593,27,155755,31563,686,22,0.09,Debt Consolidation,0
403594,59,94604,22454,649,17,0.11,Home Improvement,0
403595,41,49573,44859,735,15,0.51,Home Improvement,0
403596,35,161247,34446,674,4,0.28,Auto,0
403597,66,111850,34729,750,24,0.43,Auto,0
403598,44,174429,10204,602,4,0.59,Home Improvement,0
403599,67,65127,29785,563,29,0.36,Education,0
403600,61,87903,39789,603,24,0.56,Home Improvement,1
403601,74,29306,27635,800,3,0.62,Education,0
403602,43,67716,57555,613,18,0.17,Medical,1
403603,29,28883,50484,681,31,0.54,Auto,1
403604,32,35240,8303,558,11,0.49,Education,1
403605,28,172768,34841,757,6,0.6,Home Improvement,0
403606,42,175294,52922,634,5,0.43,Medical,1
403607,70,139496,59309,604,16,0.49,Debt Consolidation,0
403608,67,101147,35068,520,13,0.25,Business,1
403609,54,130619,57582,657,1,0.17,Education,0
403610,40,67134,31367,722,11,0.31,Business,0
403611,63,70406,11962,583,10,0.49,Debt Consolidation,0
403612,52,50168,38072,748,32,0.4,Debt Consolidation,0
403613,33,116866,49401,680,1,0.2,Education,0
403614,59,96781,34854,537,23,0.24,Auto,0
403615,40,150188,11591,697,15,0.56,Debt Consolidation,0
403616,28,153419,3021,557,2,0.53,Auto,0
403617,26,31699,56346,849,8,0.44,Medical,0
403618,55,114827,37852,633,4,0.43,Home Improvement,0
403619,53,45786,50102,730,0,0.37,Debt Consolidation,0
403620,45,81406,43012,689,15,0.26,Business,0
403621,34,38171,42047,627,24,0.39,Education,0
403622,53,172569,24826,814,24,0.21,Medical,0
403623,60,92162,41787,633,18,0.26,Medical,0
403624,71,75378,43878,655,17,0.63,Debt Consolidation,0
403625,73,117400,46768,592,26,0.46,Medical,0
403626,36,37262,48041,729,8,0.05,Home Improvement,0
403627,74,83212,34914,645,20,0.31,Home Improvement,1
403628,58,109361,44406,837,4,0.45,Medical,0
403629,61,56818,52580,692,29,0.52,Auto,0
403630,72,50169,49534,609,7,0.44,Auto,0
403631,58,72333,34905,843,27,0.62,Debt Consolidation,0
403632,23,81948,32191,633,16,0.24,Home Improvement,0
403633,58,66193,26634,821,20,0.6,Debt Consolidation,0
403634,30,101410,4908,826,17,0.42,Education,0
403635,65,51065,16325,533,9,0.09,Medical,0
403636,53,72616,14584,615,5,0.56,Business,0
403637,36,150133,32654,684,22,0.45,Auto,0
403638,51,43676,46157,760,17,0.05,Debt Consolidation,0
403639,64,101905,36594,739,13,0.63,Education,0
403640,65,69190,49759,806,31,0.26,Home Improvement,0
403641,45,61912,34610,554,19,0.13,Medical,0
403642,34,147043,40177,702,4,0.05,Medical,0
403643,72,131252,56177,724,24,0.49,Business,1
403644,63,34782,44212,656,34,0.47,Home Improvement,0
